189578 getPopulationofCountry French Guiana Zone:4 (turnaround time: 117 ms, execution time: 9 ms, waiting time: 89 ms, processed by Server 4)
361020 getPopulationofCountry Comoros Zone:4 (turnaround time: 89 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 4)
3328228 getPopulationofCountry Honduras Zone:2 (turnaround time: 86 ms, execution time: 2 ms, waiting time: 81 ms, processed by Server 2)
3328228 getPopulationofCountry Honduras Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
3328228 getPopulationofCountry Honduras Zone:2 (turnaround time: 93 ms, execution time: 3 ms, waiting time: 86 ms, processed by Server 2)
134594036 getPopulationofCountry Brazil Zone:3 (turnaround time: 90 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 3)
21079844 getPopulationofCountry Peru Zone:5 (turnaround time: 96 ms, execution time: 5 ms, waiting time: 85 ms, processed by Server 5)
21079844 getPopulationofCountry Peru Zone:5 (turnaround time: 89 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 5)
1907246 getPopulationofCountry Tajikistan Zone:3 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 3)
29145131 getPopulationofCountry Poland Zone:4 (turnaround time: 101 ms, execution time: 3 ms, waiting time: 86 ms, processed by Server 4)
21079844 getPopulationofCountry Peru Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
1565638 getPopulationofCountry Togo Zone:5 (turnaround time: 89 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 5)
21079844 getPopulationofCountry Peru Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
21079844 getPopulationofCountry Peru Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
21079844 getPopulationofCountry Peru Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
369776 getPopulationofCountry Guyana Zone:2 (turnaround time: 92 ms, execution time: 2 ms, waiting time: 86 ms, processed by Server 2)
374575 getPopulationofCountry Guadeloupe Zone:5 (turnaround time: 92 ms, execution time: 3 ms, waiting time: 85 ms, processed by Server 5)
374575 getPopulationofCountry Guadeloupe Zone:3 (turnaround time: 90 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 3)
3989252 getPopulationofCountry Nepal Zone:4 (turnaround time: 91 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 4)
3989252 getPopulationofCountry Nepal Zone:4 (turnaround time: 91 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 4)
6340891 getPopulationofCountry Guatemala Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
100848918 getPopulationofCountry Japan Zone:3 (turnaround time: 90 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 3)
6340891 getPopulationofCountry Guatemala Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
6340891 getPopulationofCountry Guatemala Zone:3 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
1907246 getPopulationofCountry Tajikistan Zone:1 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
15411242 getPopulationofCountry Belgium Zone:5 (turnaround time: 96 ms, execution time: 5 ms, waiting time: 86 ms, processed by Server 5)
15411242 getPopulationofCountry Belgium Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
15411242 getPopulationofCountry Belgium Zone:5 (turnaround time: 97 ms, execution time: 5 ms, waiting time: 86 ms, processed by Server 5)
21079844 getPopulationofCountry Peru Zone:5 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
30376 getPopulationofCountry Palau Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
361020 getPopulationofCountry Comoros Zone:5 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
361020 getPopulationofCountry Comoros Zone:5 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
361020 getPopulationofCountry Comoros Zone:5 (turnaround time: 5 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
361020 getPopulationofCountry Comoros Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
233433 getPopulationofCountry Bhutan Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
48029 getPopulationofCountry Seychelles Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
48029 getPopulationofCountry Seychelles Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
4803355 getPopulationofCountry Serbia Zone:2 (turnaround time: 95 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 2)
48029 getPopulationofCountry Seychelles Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
3328228 getPopulationofCountry Honduras Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
4803355 getPopulationofCountry Serbia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
4803355 getPopulationofCountry Serbia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
4803355 getPopulationofCountry Serbia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
3328228 getPopulationofCountry Honduras Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
24859223 getPopulationofCountry Romania Zone:4 (turnaround time: 86 ms, execution time: 2 ms, waiting time: 81 ms, processed by Server 4)
24859223 getPopulationofCountry Romania Zone:4 (turnaround time: 90 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 4)
357957 getPopulationofCountry Bahamas Zone:4 (turnaround time: 86 ms, execution time: 0 ms, waiting time: 83 ms, processed by Server 4)
4722032 getPopulationofCountry Guinea Zone:1 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 80 ms, processed by Server 1)
21079844 getPopulationofCountry Peru Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
4896738 getPopulationofCountry Tunisia Zone:3 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 82 ms, processed by Server 3)
21079844 getPopulationofCountry Peru Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
21079844 getPopulationofCountry Peru Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
21079844 getPopulationofCountry Peru Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
1070 getPopulationofCountry Tokelau Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
189578 getPopulationofCountry French Guiana Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
266998322 getPopulationofCountry United States Zone:1 (turnaround time: 89 ms, execution time: 3 ms, waiting time: 81 ms, processed by Server 1)
53608445 getPopulationofCountry Pakistan Zone:1 (turnaround time: 91 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 1)
1565638 getPopulationofCountry Togo Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
53608445 getPopulationofCountry Pakistan Zone:1 (turnaround time: 90 ms, execution time: 2 ms, waiting time: 82 ms, processed by Server 1)
316458 getPopulationofCountry Suriname Zone:1 (turnaround time: 93 ms, execution time: 2 ms, waiting time: 86 ms, processed by Server 1)
316458 getPopulationofCountry Suriname Zone:1 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
316458 getPopulationofCountry Suriname Zone:1 (turnaround time: 94 ms, execution time: 2 ms, waiting time: 86 ms, processed by Server 1)
276340 getPopulationofCountry Swaziland Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
316458 getPopulationofCountry Suriname Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
316458 getPopulationofCountry Suriname Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
134594036 getPopulationofCountry Brazil Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
233433 getPopulationofCountry Bhutan Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
16357414 getPopulationofCountry Thailand Zone:1 (turnaround time: 91 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 1)
7097388 getPopulationofCountry Belarus Zone:2 (turnaround time: 100 ms, execution time: 2 ms, waiting time: 82 ms, processed by Server 2)
7097388 getPopulationofCountry Belarus Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
7097388 getPopulationofCountry Belarus Zone:2 (turnaround time: 93 ms, execution time: 3 ms, waiting time: 86 ms, processed by Server 2)
7097388 getPopulationofCountry Belarus Zone:2 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
233433 getPopulationofCountry Bhutan Zone:1 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
63717971 getPopulationofCountry Turkey Zone:4 (turnaround time: 96 ms, execution time: 4 ms, waiting time: 85 ms, processed by Server 4)
8833274 getPopulationofCountry Greece Zone:2 (turnaround time: 94 ms, execution time: 3 ms, waiting time: 86 ms, processed by Server 2)
3006587 getPopulationofCountry Slovakia Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 3)
3006587 getPopulationofCountry Slovakia Zone:3 (turnaround time: 90 ms, execution time: 0 ms, waiting time: 86 ms, processed by Server 3)
3006587 getPopulationofCountry Slovakia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
7375148 getPopulationofCountry Switzerland Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 3)
3006587 getPopulationofCountry Slovakia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
3006587 getPopulationofCountry Slovakia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
7571439 getPopulationofCountry Kenya Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
6340891 getPopulationofCountry Guatemala Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
6340891 getPopulationofCountry Guatemala Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
24859223 getPopulationofCountry Romania Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
736951 getPopulationofCountry Gambia Zone:1 (turnaround time: 89 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 1)
4803355 getPopulationofCountry Serbia Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
316458 getPopulationofCountry Suriname Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
316458 getPopulationofCountry Suriname Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
316458 getPopulationofCountry Suriname Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
316458 getPopulationofCountry Suriname Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
6340891 getPopulationofCountry Guatemala Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
7571439 getPopulationofCountry Kenya Zone:3 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
189578 getPopulationofCountry French Guiana Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
189578 getPopulationofCountry French Guiana Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
8480241 getPopulationofCountry Israel Zone:5 (turnaround time: 109 ms, execution time: 16 ms, waiting time: 86 ms, processed by Server 5)
369776 getPopulationofCountry Guyana Zone:3 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
5996338 getPopulationofCountry Senegal Zone:1 (turnaround time: 94 ms, execution time: 2 ms, waiting time: 86 ms, processed by Server 1)
5996338 getPopulationofCountry Senegal Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
5996338 getPopulationofCountry Senegal Zone:1 (turnaround time: 98 ms, execution time: 3 ms, waiting time: 86 ms, processed by Server 1)
3022187 getPopulationofCountry Benin Zone:2 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 2)
107338689 getPopulationofCountry Mexico Zone:5 (turnaround time: 86 ms, execution time: 2 ms, waiting time: 82 ms, processed by Server 5)
107338689 getPopulationofCountry Mexico Zone:5 (turnaround time: 89 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 5)
3645095 getPopulationofCountry Uganda Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
9362428 getPopulationofCountry Sweden Zone:2 (turnaround time: 89 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 2)
266998322 getPopulationofCountry United States Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
1182883 getPopulationofCountry Slovenia Zone:4 (turnaround time: 95 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 4)
1182883 getPopulationofCountry Slovenia Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
1182883 getPopulationofCountry Slovenia Zone:4 (turnaround time: 84 ms, execution time: 1 ms, waiting time: 80 ms, processed by Server 4)
1182883 getPopulationofCountry Slovenia Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
63717971 getPopulationofCountry Turkey Zone:4 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
7375148 getPopulationofCountry Switzerland Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
134594036 getPopulationofCountry Brazil Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
7287342 getPopulationofCountry Ghana Zone:5 (turnaround time: 96 ms, execution time: 5 ms, waiting time: 86 ms, processed by Server 5)
7287342 getPopulationofCountry Ghana Zone:5 (turnaround time: 94 ms, execution time: 4 ms, waiting time: 86 ms, processed by Server 5)
1698635 getPopulationofCountry Kuwait Zone:4 (turnaround time: 86 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 4)
3639169 getPopulationofCountry Cambodia Zone:5 (turnaround time: 89 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 5)
3639169 getPopulationofCountry Cambodia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
3639169 getPopulationofCountry Cambodia Zone:5 (turnaround time: 86 ms, execution time: 3 ms, waiting time: 81 ms, processed by Server 5)
100848918 getPopulationofCountry Japan Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
8249 getPopulationofCountry Tuvalu Zone:4 (turnaround time: 92 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 4)
100848918 getPopulationofCountry Japan Zone:5 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
184225 getPopulationofCountry Guam Zone:1 (turnaround time: 90 ms, execution time: 2 ms, waiting time: 84 ms, processed by Server 1)
374575 getPopulationofCountry Guadeloupe Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
1073335 getPopulationofCountry Botswana Zone:2 (turnaround time: 90 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 2)
2579609 getPopulationofCountry Oman Zone:4 (turnaround time: 91 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 4)
2579609 getPopulationofCountry Oman Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
2579609 getPopulationofCountry Oman Zone:4 (turnaround time: 93 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 4)
2579609 getPopulationofCountry Oman Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
1565638 getPopulationofCountry Togo Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
63717971 getPopulationofCountry Turkey Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
3645095 getPopulationofCountry Uganda Zone:3 (turnaround time: 90 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 3)
31731367 getPopulationofCountry Canada Zone:5 (turnaround time: 91 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 5)
3989252 getPopulationofCountry Nepal Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
31731367 getPopulationofCountry Canada Zone:5 (turnaround time: 89 ms, execution time: 2 ms, waiting time: 86 ms, processed by Server 5)
3006587 getPopulationofCountry Slovakia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
3006587 getPopulationofCountry Slovakia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
3006587 getPopulationofCountry Slovakia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
15411242 getPopulationofCountry Belgium Zone:2 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
16383873 getPopulationofCountry Netherlands Zone:4 (turnaround time: 87 ms, execution time: 2 ms, waiting time: 82 ms, processed by Server 4)
15411242 getPopulationofCountry Belgium Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
4803355 getPopulationofCountry Serbia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
61881622 getPopulationofCountry Philippines Zone:1 (turnaround time: 92 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 1)
7348242 getPopulationofCountry Bolivia Zone:1 (turnaround time: 91 ms, execution time: 2 ms, waiting time: 83 ms, processed by Server 1)
447039 getPopulationofCountry Equatorial Guinea Zone:4 (turnaround time: 90 ms, execution time: 1 ms, waiting time: 84 ms, processed by Server 4)
447039 getPopulationofCountry Equatorial Guinea Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
447039 getPopulationofCountry Equatorial Guinea Zone:4 (turnaround time: 91 ms, execution time: 1 ms, waiting time: 86 ms, processed by Server 4)
447039 getPopulationofCountry Equatorial Guinea Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
9362428 getPopulationofCountry Sweden Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
3989252 getPopulationofCountry Nepal Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
70068919 getPopulationofCountry United Kingdom Zone:3 (turnaround time: 88 ms, execution time: 2 ms, waiting time: 81 ms, processed by Server 3)
447039 getPopulationofCountry Equatorial Guinea Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
447039 getPopulationofCountry Equatorial Guinea Zone:5 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
7097388 getPopulationofCountry Belarus Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
7097388 getPopulationofCountry Belarus Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
3328228 getPopulationofCountry Honduras Zone:3 (turnaround time: 101 ms, execution time: 3 ms, waiting time: 82 ms, processed by Server 3)
7097388 getPopulationofCountry Belarus Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
266998322 getPopulationofCountry United States Zone:5 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
16383873 getPopulationofCountry Netherlands Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
16383873 getPopulationofCountry Netherlands Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
1565638 getPopulationofCountry Togo Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
316458 getPopulationofCountry Suriname Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
6340891 getPopulationofCountry Guatemala Zone:5 (turnaround time: 99 ms, execution time: 7 ms, waiting time: 85 ms, processed by Server 5)
134594036 getPopulationofCountry Brazil Zone:2 (turnaround time: 89 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 2)
134594036 getPopulationofCountry Brazil Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
134594036 getPopulationofCountry Brazil Zone:2 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 2)
134594036 getPopulationofCountry Brazil Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
64035243 getPopulationofCountry Indonesia Zone:2 (turnaround time: 89 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 2)
2501302 getPopulationofCountry Panama Zone:1 (turnaround time: 89 ms, execution time: 2 ms, waiting time: 85 ms, processed by Server 1)
3988332 getPopulationofCountry Paraguay Zone:3 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 3)
3162856 getPopulationofCountry Norway Zone:5 (turnaround time: 87 ms, execution time: 2 ms, waiting time: 82 ms, processed by Server 5)
1182883 getPopulationofCountry Slovenia Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
3162856 getPopulationofCountry Norway Zone:5 (turnaround time: 88 ms, execution time: 3 ms, waiting time: 83 ms, processed by Server 5)
1930662 getPopulationofCountry Kyrgyzstan Zone:2 (turnaround time: 87 ms, execution time: 0 ms, waiting time: 84 ms, processed by Server 2)
1930662 getPopulationofCountry Kyrgyzstan Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
1930662 getPopulationofCountry Kyrgyzstan Zone:2 (turnaround time: 88 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 2)
184225 getPopulationofCountry Guam Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
3907506 getPopulationofCountry Ireland Zone:3 (turnaround time: 88 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 3)
3907506 getPopulationofCountry Ireland Zone:3 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 83 ms, processed by Server 3)
374575 getPopulationofCountry Guadeloupe Zone:4 (turnaround time: 87 ms, execution time: 1 ms, waiting time: 85 ms, processed by Server 4)
1182883 getPopulationofCountry Slovenia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
276340 getPopulationofCountry Swaziland Zone:4 (turnaround time: 83 ms, execution time: 1 ms, waiting time: 81 ms, processed by Server 4)
8249 getPopulationofCountry Tuvalu Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
8249 getPopulationofCountry Tuvalu Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
8249 getPopulationofCountry Tuvalu Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
8249 getPopulationofCountry Tuvalu Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
357957 getPopulationofCountry Bahamas Zone:4 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
3157852 getPopulationofCountry Croatia Zone:2 (turnaround time: 85 ms, execution time: 1 ms, waiting time: 82 ms, processed by Server 2)
2501302 getPopulationofCountry Panama Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by client cache)
