15411242, 88
3022187, 85
16357414, 85
16357414, 91
16357414, 87
4803355, 83
8480241, 85
8480241, 90
6340891, 87
8480241, 85
189578, 85
184225, 87
184225, 83
184225, 83
184225, 88
1907246, 98
16357414, 134
662818, 90
8480241, 88
8480241, 88
13020316, 84
361020, 84
361020, 87
361020, 87
134594036, 88
374575, 87
374575, 85
63717971, 88
32847337, 84
361020, 85
3988332, 87
3988332, 88
3988332, 87
3988332, 86
374575, 85
3639169, 85
7287342, 84
24859223, 82
24859223, 87
8652407, 85
1182883, 86
1182883, 127
1182883, 92
5996338, 88
3328228, 83
3328228, 84
673504000, 84
357957, 87
10382487, 85
8480241, 88
8480241, 86
8480241, 86
8480241, 88
61881622, 83
266998322, 88
357957, 90
3006587, 88
3006587, 89
8684197, 84
32847337, 86
32847337, 85
32847337, 87
1073335, 83
7375148, 126
7375148, 91
3328228, 107
7097388, 87
1565638, 87
7348242, 85
7348242, 86
7348242, 89
7348242, 85
8249, 84
10074283, 83
662818, 83
4803355, 84
4803355, 88
4896738, 85
7287342, 84
7287342, 86
7287342, 87
64035243, 88
61881622, 88
61881622, 87
4722032, 85
2386094, 88
100848918, 86
189578, 84
189578, 88
189578, 84
189578, 110
1907246, 87
134594036, 88
7097388, 89
4803355, 85
4803355, 87
7287342, 86
361020, 88
361020, 84
361020, 83
4896738, 83
8249, 87
8249, 87
3157852, 87
2579609, 86
357957, 84
673504000, 85
673504000, 87
673504000, 87
673504000, 84
9362428, 87
31731367, 84
4896738, 84
4722032, 84
4722032, 83
64035243, 87
8833274, 86
8833274, 88
8833274, 88
13020316, 85
3022187, 86
3022187, 83
7287342, 87
7097388, 87
61881622, 87
21079844, 82
21079844, 86
21079844, 89
21079844, 84
4477021, 88
184225, 84
8833274, 87
3328228, 86
3328228, 83
63717971, 87
3006587, 84
3006587, 83
3006587, 88
1907246, 105
2579609, 88
2579609, 85
15411242, 86
6340891, 86
1680347, 85
1680347, 87
1680347, 86
1680347, 83
1680347, 83
9362428, 88
233433, 87
1070, 83
3989252, 85
3989252, 84
7348242, 88
673504000, 84
673504000, 87
673504000, 88
134594036, 87
134594036, 90
134594036, 83
9362428, 87
4896738, 84
369776, 90
3639169, 88
3639169, 88
3639169, 125
3639169, 87
3022187, 84
8833274, 88
6340891, 86
7097388, 83
7097388, 84
7375148, 88
3645095, 83
3645095, 85
3645095, 83
9362428, 86
8833274, 84
8833274, 86
16357414, 88
53608445, 83
2579609, 87
3022187, 88
3022187, 87
3022187, 85
3022187, 83
8652407, 87
7348242, 87
10382487, 87
233433, 83
233433, 88
10074283, 95
3907506, 88
3907506, 87
3907506, 87
3157852, 85
100848918, 89
100848918, 85
357957, 87
1907246, 83
3328228, 87
266998322, 85
266998322, 87
266998322, 86
266998322, 88
5996338, 87
1565638, 87
3639169, 87
4896738, 87
4896738, 84
276340, 87
8480241, 84
8480241, 85
8480241, 86
3162856, 84
134594036, 88
134594036, 106
3328228, 87
736951, 88
1907246, 87
15411242, 86
15411242, 86
15411242, 86
15411242, 86
49007, 82
70068919, 85
24859223, 84
4803355, 86
4803355, 85
70068919, 87
3639169, 83
3639169, 86
3639169, 83
15411242, 88
2501302, 84
2501302, 88
64035243, 88
5996338, 89
3645095, 87
53608445, 84
53608445, 83
53608445, 86
53608445, 112
673504000, 86
70068919, 84
53608445, 87
3645095, 84
3645095, 85
15411242, 85
10074283, 84
10074283, 85
10074283, 86
6340891, 83
673504000, 85
673504000, 86
3157852, 86
276340, 85
5996338, 86
3989252, 83
3989252, 87
3989252, 84
3989252, 83
361020, 87
3639169, 83
1070, 85
1930662, 84
1930662, 86
184225, 86
1930662, 88
1930662, 107
1930662, 87
736951, 85
1073335, 87
1073335, 83
15411242, 86
9362428, 83
1930662, 88
10382487, 82
10382487, 87
10382487, 84
10382487, 86
10382487, 87
4722032, 83
736951, 84
4803355, 83
4803355, 85
3328228, 88
61881622, 87
61881622, 86
61881622, 85
2579609, 83
369776, 84
369776, 83
408, 84
776, 88
13, 85
132, 87
9, 87
9, 87
9, 87
18, 83
10, 87
68, 91
170, 88
4297, 87
53, 85
17, 88
17, 110
17, 85
54, 87
0, 85
3, 89
7, 87
42, 86
55, 87
16, 89
16, 84
16, 87
628, 86
12, 87
123, 87
80, 85
91, 87
24, 85
44, 86
1, 84
1, 87
22, 87
138, 84
53, 87
53, 87
0, 87
2, 84
14, 85
216, 88
1106, 88
1106, 87
216, 85
0, 86
10, 87
5, 88
0, 85
8, 89
11, 85
61, 88
61, 84
236, 102
1, 87
7, 86
7, 88
5, 87
13, 89
521, 84
4520, 85
49, 83
49, 82
49, 86
35, 83
19, 86
25, 85
115, 87
49, 87
1365, 87
9, 85
1, 87
1, 87
811, 83
1322, 87
42, 84
366, 87
2, 83
29, 87
60, 85
1137, 85
1137, 83
1137, 85
1, 87
29, 83
180, 84
10, 87
10, 84
1, 87
5, 87
16, 87
16, 86
3154, 87
21, 89
21, 92
6, 88
47, 85
16, 87
42, 88
42, 100
42, 84
358, 86
19, 86
25, 84
827, 86
24, 85
1, 85
1, 87
29, 85
29, 85
29, 83
2141, 87
25, 83
25, 88
21, 87
356, 87
27, 87
2642, 84
1736, 85
1736, 87
2642, 87
3463, 86
1815, 86
47, 85
3, 83
641, 88
79, 87
1225, 86
1225, 87
1225, 85
804, 86
16171, 86
561, 96
89, 86
88, 88
118, 86
103, 87
23, 86
103, 87
103, 85
123, 87
1043, 83
18, 84
1396, 88
26, 86
119, 84
296, 86
2, 86
2, 85
23, 85
17, 88
152, 87
7, 84
63, 87
16, 84
366, 87
3, 84
3, 96
3, 87
0, 87
6, 85
0, 87
384, 86
384, 86
1, 87
1291, 87
1291, 85
1291, 86
87, 85
8838, 87
143, 83
744, 84
1292, 95
1372, 87
388, 96
809, 86
809, 85
809, 88
296, 83
2103, 87
243, 85
2, 86
2, 86
12, 84
1, 86
1, 85
1, 83
160, 83
4180, 83
4180, 84
14, 85
374, 87
9, 89
105, 85
105, 84
10, 87
105, 85
13, 87
136, 86
13, 89
178, 83
2693, 88
4539, 89
1140, 88
57, 87
1140, 86
804, 94
7, 87
77, 86
12, 98
13, 87
5, 84
24, 106
24, 85
1, 85
24, 83
8, 84
296, 84
982, 88
57, 89
57, 83
44, 89
8, 86
0, 84
8, 87
0, 88
13, 86
13, 87
14, 87
2, 87
9, 85
66, 85
13, 85
66, 85
13, 87
411, 83
28, 83
14, 84
42, 86
42, 84
34, 91
25, 90
25, 83
25, 87
34, 98
8737, 91
244, 86
8, 82
12, 86
137, 87
130, 119
22, 85
22, 93
22, 86
8, 85
7, 82
2753, 87
82, 83
5, 86
10, 86
28, 84
19, 88
28, 84
8, 86
949, 87
949, 84
8, 87
253, 84
1597, 87
221, 87
221, 88
1746, 87
221, 87
583, 88
66, 84
1, 95
11, 88
358, 87
10, 87
16070, 86
16070, 88
662, 85
1701, 82
22, 87
22, 86
116, 93
238, 84
2708, 84
52, 84
27, 83
52, 87
27, 84
0, 83
850, 90
87, 82
10, 83
10, 87
258, 87
125, 85
125, 87
125, 90
3, 87
355, 82
355, 85
18, 84
23, 86
36, 87
22, 82
22, 86
37, 87
37, 88
121, 84
8, 84
2700, 84
8, 85
392, 86
1, 85
156, 87
156, 87
13, 84
791, 87
241, 88
20, 86
334, 87
8, 87
11, 84
330, 88
330, 87
10, 84
330, 87
5, 87
61, 87
1050, 84
275, 85
275, 83
373, 127
410, 164
410, 99
21, 89
366, 87
105, 87
10, 93
1, 85
17, 90
90, 88
398, 86
398, 87
1635, 87
398, 87
36, 86
1639, 85
59, 82
7, 89
7, 87
1621, 89
19, 82
13, 86
13, 87
134, 87
1285, 87
79, 84
810, 83
32, 87
24, 88
7, 87
7, 85
7, 84
412, 88
951, 87
505, 82
0, 87
14, 87
14, 86
5, 87
21, 87
21, 88
44, 86
1798, 83
1818, 88
1818, 87
150, 87
18, 88
163, 84
134, 82
35, 83
35, 87
134, 83
13, 83
1, 86
17, 90
47, 88
12, 93
1408, 84
1658, 87
1658, 84
1658, 87
74, 85
10, 87
105, 86
126, 87
1, 87
536, 87
236, 87
236, 87
236, 88
61, 84
25, 87
40, 86
13, 82
1, 87
25, 82
73, 87
0, 82
0, 83
0, 89
0, 86
28, 85
12, 82
128, 85
1, 84
0, 83
20, 87
29, 87
29, 88
29, 92
1692, 85
0, 109
21, 88
75, 89
75, 84
62, 87
43, 89
43, 85
43, 86
21, 86
134, 87
134, 87
561, 88
24, 87
79, 87
18, 87
18, 84
18, 84
18, 87
78, 84
3, 87
3, 87
1353, 87
1353, 87
23, 84
0, 83
18, 87
0, 87
11, 83
1, 87
1, 86
16, 87
0, 86
37, 82
402, 82
402, 86
17, 84
402, 87
3129, 82
110, 88
2, 88
648, 83
165, 111
0, 85
312, 84
57, 87
312, 86
53, 85
296, 87
2, 87
6, 87
24, 86
387, 87
13, 87
13, 89
13, 84
387, 84
1, 83
13, 87
38, 88
129, 87
12, 83
6, 91
19, 83
321, 86
321, 84
17, 87
123, 82
10, 87
791, 88
10, 87
17, 86
13, 87
13, 86
66, 87
66, 89
62, 85
2820, 91
294, 88
382, 87
18, 84
158, 92
28, 89
28, 86
51, 87
1408, 89
379, 95
21, 92
21, 94
6, 85
4, 110
114, 92
1250, 111
114, 84
1250, 88
12, 83
18, 84
151, 85
22, 88
22, 86
7, 88
20, 87
6, 87
20, 89
4, 84
10, 90
10, 85
6, 88
45, 85
281, 86
87, 87
2, 108
2, 140
87, 95
24, 85
1, 86
52, 84
9, 87
9, 85
379, 88
2451, 88
1927, 87
1927, 88
0, 88
552, 84
552, 85
1, 83
13, 87
22, 86
36, 83
784, 90
36, 108
36, 83
111, 84
7, 87
1, 86
7, 86
7, 87
1, 97
21, 85
21, 87
3, 86
16, 87
90, 86
90, 86
4, 87
16, 88
12, 87
13, 106
13, 87
52, 84
13, 96
19, 83
127, 86
16213, 86
0, 88
0, 84
20, 86
297, 85
297, 88
297, 86
9, 84
13, 88
13, 87
1795, 84
244, 88
1715, 88
1, 85
1, 90
1, 86
14, 85
8, 87
13, 86
10, 84
17, 87
9, 90
32, 84
158, 87
158, 102
158, 85
1355, 85
68, 86
2, 87
79, 85
11, 87
0, 86
1, 87
1, 87
13, 84
13, 82
46, 83
2, 86
0, 88
28, 84
31, 87
8846, 86
3, 86
641, 83
3, 83
10, 87
2813, 87
58, 86
13, 83
1406, 88
38, 86
24, 87
24, 85
24, 88
1, 87
864, 87
16, 83
85, 86
13, 83
13, 87
14, 86
1, 116
25, 85
1, 89
47, 87
115, 87
115, 87
25, 87
637, 98
403, 83
1711, 90
22, 87
22, 87
22, 87
24, 86
33, 89
25, 84
1334, 84
1334, 84
13, 85
632, 85
12, 83
632, 89
32, 85
89, 87
1827, 87
102, 94
12, 83
68, 82
246, 87
246, 86
246, 87
4221, 85
1293, 84
1407, 87
1828, 86
60, 87
62, 85
22, 85
112, 84
112, 88
112, 84
42, 86
8, 84
1, 86
62, 86
138, 95
402, 86
25, 88
25, 88
25, 87
25, 88
402, 87
87, 85
242, 87
382, 86
16350, 84
0, 89
717, 88
3, 89
3, 87
18, 85
16, 88
245, 92
5, 87
9, 87
16, 83
3, 88
3, 85
3, 85
3, 87
123, 87
31, 88
0, 85
3, 85
21, 85
8, 89
0, 88
0, 84
0, 85
37, 87
824, 84
498, 83
72, 86
264, 85
3757, 86
4158, 93
309, 124
4158, 85
4158, 87
87, 87
705, 84
538, 84
5, 84
5, 82
3, 86
140, 84
140, 88
12, 83
4, 84
14, 86
14, 83
27, 86
4278, 84
41, 82
10, 86
16, 87
10, 99
16, 88
27, 86
3, 85
1, 87
245, 87
245, 87
123, 86
49, 86
49, 87
49, 87
390, 85
3, 87
12, 86
378, 88
122, 89
154, 87
1259, 86
163, 84
1259, 87
163, 87
158, 82
23, 89
40, 95
60, 86
60, 86
11, 88
26, 88
271, 88
26, 87
21, 84
34, 85
34, 83
37, 84
2710, 85
895, 84
25, 87
25, 86
25, 87
1, 83
3, 88
16, 87
89, 86
2, 109
90, 125
110, 87
200, 105
71, 92
71, 95
91, 96
42, 100
144, 108
164, 94
209, 95
125, 93
58, 111
163, 99
58, 88
163, 92
140, 88
209, 91
140, 89
41, 88
41, 87
211, 92
141, 182
141, 147
44, 105
119, 96
41, 91
41, 86
46, 89
75, 88
163, 89
209, 89
209, 94
124, 86
209, 95
142, 92
98, 93
166, 95
171, 103
59, 105
42, 109
122, 92
122, 100
120, 94
54, 115
142, 171
54, 159
58, 123
149, 104
154, 92
128, 88
128, 85
183, 196
183, 158
53, 136
149, 101
116, 89
215, 90
158, 89
141, 89
210, 89
94, 86
94, 86
176, 93
143, 89
211, 91
207, 94
194, 92
93, 86
94, 90
210, 97
210, 88
210, 99
145, 92
40, 86
177, 89
40, 88
40, 88
198, 91
183, 95
99, 90
183, 90
70, 86
91, 88
91, 89
170, 95
192, 94
60, 85
44, 89
44, 93
140, 92
140, 90
58, 87
202, 91
200, 88
169, 85
218, 89
152, 87
183, 91
183, 88
105, 87
218, 91
187, 85
217, 91
140, 88
52, 84
72, 94
45, 91
45, 85
142, 90
45, 83
69, 88
216, 90
115, 86
184, 90
100, 88
221, 89
33, 86
148, 105
33, 88
98, 86
126, 93
217, 98
134, 90
211, 95
156, 86
131, 89
211, 94
211, 100
211, 93
31, 88
130, 100
188, 88
